Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-27,34.82,58.66,10.68,9.94,20.61,22.09,4.07,1.24,11.92,1.6,1.38,,,0.17,0.43,,82.33,1.74,239.66,,,144.99,1010.57,-0.4
2024-01-28,22.85,46.47,10.81,10.04,20.86,21.87,4.25,1.47,20.89,2.74,3.22,,,0.85,2.59,,71.86,1.85,257.14,,,123.48,1010.3,-0.39
2024-01-29,40.38,63.05,11.21,9.29,20.0,21.41,6.22,1.29,29.16,1.33,1.46,,,0.24,0.79,,61.02,1.81,252.62,,,92.61,1010.05,-0.4
2024-01-30,31.39,82.15,10.31,9.4,19.37,21.42,3.8,1.22,19.99,1.99,2.99,,,0.3,0.71,,78.16,1.64,236.99,,,,1009.29,-0.41
2024-01-31,25.91,58.79,12.01,9.18,20.82,22.25,4.63,1.26,14.2,2.99,2.96,,,0.33,0.89,,87.37,1.03,246.43,,,,1009.1,-0.44
2024-02-01,27.75,45.18,11.87,9.53,21.41,22.73,4.18,1.39,12.71,1.81,5.13,,,0.31,0.97,,94.41,0.95,253.52,,,161.16,1008.96,-0.45
2024-02-02,24.48,37.21,10.79,9.47,20.02,21.54,4.06,1.73,16.06,1.52,3.96,,,0.23,0.85,,90.69,0.94,310.93,,,132.2,1008.8,-0.45
2024-02-03,24.04,43.38,11.12,9.05,20.16,21.34,5.9,1.45,25.39,1.3,3.42,,,0.22,0.74,,83.06,1.13,241.26,,,137.13,1009.42,-0.44
2024-02-04,22.8,37.18,11.63,9.24,20.87,22.12,5.1,1.44,21.47,1.11,2.84,,,0.18,0.58,,77.12,1.17,239.21,,,135.83,1010.53,-0.44
2024-02-05,30.76,48.54,11.95,9.6,21.28,22.28,6.79,1.45,19.0,0.69,1.86,,,0.17,0.48,,79.39,1.15,248.04,,,136.46,1010.6,-0.44
2024-02-06,41.07,71.7,11.31,9.81,20.97,22.06,9.46,1.35,15.91,1.87,4.09,,,0.3,0.92,,79.25,0.83,228.63,,,143.05,1010.21,-0.46
2024-02-07,45.1,83.03,11.33,9.55,20.75,22.3,8.9,1.45,14.97,2.45,5.82,,,0.42,1.12,,80.4,0.86,204.6,,,132.62,1009.71,-0.45
2024-02-08,33.93,68.86,11.52,9.8,21.16,22.2,6.67,1.34,14.44,1.93,6.28,,,0.9,2.28,,86.93,0.84,182.2,,,132.48,1008.97,-0.46
2024-02-09,34.82,71.65,11.52,9.7,21.02,22.3,9.08,1.41,13.01,1.67,4.68,,,0.43,1.31,,81.34,0.96,205.36,,,142.76,1009.62,-0.45
2024-02-10,92.24,77.53,11.64,10.22,21.57,22.62,9.53,1.41,14.93,0.87,1.61,,,0.17,0.46,,76.63,1.27,269.88,,,137.82,1010.49,-0.43
2024-02-11,56.23,74.38,12.5,9.96,22.24,23.47,9.15,1.46,26.5,0.53,0.8,,,0.09,0.28,,72.37,1.5,263.78,,,132.07,1010.83,-0.41
2024-02-12,10.89,52.2,10.05,9.57,19.37,20.59,10.46,1.37,21.91,1.9,1.57,,,0.14,0.4,,75.32,1.61,242.93,,,133.37,1010.55,-0.41
2024-02-13,22.56,68.02,11.0,9.01,20.01,21.63,8.21,1.38,14.43,0.89,2.3,,,0.22,0.54,,83.72,1.87,237.82,,,133.51,1010.04,-0.39
2024-02-14,28.2,71.44,11.83,9.28,20.45,21.74,7.94,1.37,17.61,0.87,1.42,,,0.16,0.38,,80.11,1.96,244.55,,,139.91,1009.43,-0.39
2024-02-15,29.57,82.79,12.19,9.76,21.42,22.89,8.88,1.59,19.77,1.59,2.76,,,0.69,0.76,,77.54,1.68,240.81,,,132.91,1009.48,-0.41
2024-02-16,29.03,80.72,11.02,9.52,20.53,21.77,5.87,1.45,17.58,1.4,1.52,,,0.38,0.71,,76.27,1.92,240.58,,,158.36,1009.58,-0.39
2024-02-17,33.85,87.31,10.45,9.91,20.36,21.26,6.51,1.22,13.57,1.66,1.23,,,0.19,0.43,,80.48,1.7,242.72,,,156.29,1008.67,-0.41
2024-02-18,41.24,94.11,10.73,9.99,20.71,21.73,7.69,1.45,14.4,1.99,5.14,,,0.35,1.0,,79.6,0.62,230.08,,,152.39,1008.19,-0.46
2024-02-19,36.12,81.66,10.98,9.17,19.9,21.66,6.65,1.3,17.36,1.91,4.25,,,0.43,1.08,,77.14,0.73,213.58,,,152.21,1008.35,-0.46
2024-02-20,37.71,75.41,11.78,9.72,21.34,22.33,7.1,1.47,15.67,2.12,5.9,,,0.72,1.66,,80.64,0.82,154.13,,,152.36,1007.95,-0.46
2024-02-21,40.57,80.98,10.39,9.64,20.03,21.25,6.61,1.14,12.72,1.31,4.31,,,0.72,1.6,,81.96,0.98,119.86,,,152.61,1006.89,-0.44
2024-02-22,35.92,71.85,10.92,9.42,20.34,21.5,7.06,1.4,11.79,1.08,2.79,,,0.33,0.8,,86.37,1.1,84.2,,,160.69,1006.77,-0.43
2024-02-23,31.94,63.73,11.94,9.6,21.54,22.28,6.29,1.46,12.76,0.75,2.1,,,0.31,0.66,,85.94,1.26,140.68,,,180.06,1006.62,-0.42
2024-02-24,26.76,53.51,10.7,9.43,20.11,21.3,5.32,1.34,15.84,1.17,2.58,,,0.4,0.81,,80.2,0.78,238.11,,,161.39,1007.0,-0.45
2024-02-25,21.22,42.44,10.74,9.78,20.52,21.56,5.56,1.38,12.14,1.18,2.35,,,0.2,0.55,,65.97,0.81,303.85,,,158.83,1007.03,-0.46
2024-02-26,19.9,39.9,10.39,9.58,19.97,20.96,12.4,1.41,12.61,3.04,1.49,,,0.18,0.72,,70.49,2.02,262.46,,,147.5,1007.79,-0.38
2024-02-27,18.82,37.67,12.13,9.28,21.1,22.88,7.48,1.82,15.14,2.49,1.05,,,0.15,0.46,,70.78,2.02,256.18,,,148.45,1008.17,-0.38
2024-02-28,32.1,64.21,11.53,8.98,20.25,21.71,11.46,1.56,15.6,1.6,1.52,,,0.19,0.44,,79.6,1.66,243.99,,,151.8,1007.49,-0.41
2024-02-29,36.11,72.19,11.08,9.27,20.08,21.47,11.07,1.72,16.52,1.81,2.54,,,0.29,0.66,,79.77,1.36,245.07,,,150.63,1007.67,-0.43
2024-03-01,53.33,106.58,11.59,9.07,20.38,22.13,11.5,1.2,24.75,1.56,3.27,,,0.31,0.83,,80.93,1.03,229.71,,,150.58,1008.38,-0.44
2024-03-02,39.29,81.05,11.83,12.31,23.7,24.03,6.95,1.38,15.4,2.38,6.63,,,0.51,1.44,,80.51,0.7,217.33,,,153.95,1007.81,-0.46
2024-03-03,30.9,61.8,10.58,10.5,20.43,21.66,8.96,1.62,21.49,2.44,4.42,,,0.28,1.0,,73.47,0.73,264.15,,,147.54,1007.41,-0.46
2024-03-04,37.46,74.91,8.22,8.8,17.02,21.28,9.82,1.09,10.72,1.82,4.19,,,0.31,0.99,,73.45,0.73,216.26,,,145.23,1007.39,-0.46
2024-03-05,30.74,61.49,1.9,6.43,8.33,17.67,7.13,0.55,8.04,1.4,3.84,,,0.39,1.07,,75.23,0.86,213.59,,,162.31,1007.31,-0.46
2024-03-06,39.45,78.89,1.85,6.28,8.13,17.49,8.59,1.25,7.6,1.64,5.08,,,0.46,1.17,,77.62,0.84,213.11,,,158.26,1007.27,-0.46
2024-03-07,36.57,73.14,1.82,6.18,7.99,17.4,6.94,1.64,7.4,1.66,4.85,,,1.17,1.99,,76.54,0.96,221.08,,,153.89,1006.54,-0.45
2024-03-08,33.3,66.59,1.9,6.45,8.35,17.62,6.73,1.92,12.75,1.2,3.53,,,0.5,1.13,,79.76,0.97,182.23,,,158.19,1006.74,-0.44
2024-03-09,33.95,67.89,1.88,6.28,8.15,17.57,7.47,2.06,11.24,1.18,3.47,,,0.36,1.05,,80.65,0.84,203.84,,,162.09,1006.99,-0.45
2024-03-10,29.41,58.83,1.82,6.44,8.26,17.55,6.58,1.89,9.74,1.06,2.55,,,0.23,0.72,,75.29,0.98,248.76,,,160.45,1008.41,-0.45
2024-03-11,30.24,60.47,1.85,6.49,8.34,17.61,7.75,1.74,12.56,1.49,3.27,,,0.24,0.69,,73.37,0.82,283.42,,,156.89,1009.13,-0.46
2024-03-12,29.58,59.15,1.82,6.42,8.25,17.54,7.67,2.11,12.43,1.0,3.96,,,0.41,0.84,,78.27,0.97,155.62,,,153.69,1008.39,-0.44
2024-03-13,33.74,67.48,1.87,6.52,8.39,17.66,7.09,1.62,13.08,0.71,2.44,,,0.35,0.73,,79.8,1.16,176.58,,,158.08,1007.33,-0.43
2024-03-14,28.09,56.11,1.95,6.55,8.5,17.73,7.74,2.28,15.4,0.84,2.27,,,0.41,0.73,,78.06,1.18,191.03,,,166.16,1007.16,-0.43
2024-03-15,32.91,65.84,1.85,6.46,8.31,17.51,9.28,1.84,17.62,1.6,2.94,,,0.41,0.89,,72.92,1.01,210.09,,,163.33,1006.72,-0.44
2024-03-16,21.07,42.14,1.71,6.33,8.03,17.24,8.05,1.62,13.58,0.78,1.94,,,0.4,0.69,,81.31,1.08,188.83,,,152.42,1007.17,-0.43
2024-03-17,12.74,25.48,1.75,6.5,8.25,17.44,5.16,1.86,13.21,1.02,2.24,,,0.17,0.47,,74.87,0.78,263.59,,,178.16,1007.49,-0.46
2024-03-18,16.13,32.26,1.79,6.48,8.27,17.52,4.77,2.37,13.43,1.32,2.97,,,0.62,1.04,,76.66,0.79,256.45,,,153.77,1007.1,-0.46
2024-03-19,22.53,45.32,1.81,6.9,8.71,17.57,9.69,2.57,13.66,1.35,2.87,,,0.67,1.11,,80.61,0.79,238.23,,,140.23,1006.74,-0.46
2024-03-20,31.81,63.63,1.82,7.25,9.07,17.53,7.29,2.05,13.65,1.2,5.15,,,0.35,1.04,,70.67,0.9,243.09,,,158.33,1006.89,-0.45
2024-03-21,17.76,35.51,1.8,7.24,9.05,17.54,9.51,2.16,12.6,0.44,3.24,,,0.15,0.5,,68.47,1.27,282.95,,,161.56,1007.01,-0.42
2024-03-22,20.28,40.55,1.8,7.18,8.98,17.52,7.39,1.96,13.05,1.62,4.37,,,0.23,0.82,,74.7,0.72,295.51,,,167.95,1005.71,-0.46
2024-03-23,25.31,59.26,1.8,6.9,8.7,17.44,12.37,1.57,13.15,1.59,3.95,,,0.65,1.25,,75.56,0.83,215.78,,,159.89,1005.7,-0.46
2024-03-24,21.46,42.91,1.8,6.63,8.42,17.46,10.64,2.0,14.24,1.32,3.2,,,0.32,1.01,,72.95,0.9,206.64,,,171.56,1006.94,-0.45
2024-03-25,17.61,35.21,1.83,6.68,8.51,17.52,13.72,2.2,14.55,1.35,3.73,,,0.27,0.76,,71.88,0.76,203.54,,,170.0,1007.13,-0.46
2024-03-26,19.21,38.41,1.8,6.63,8.42,17.51,9.02,1.91,14.79,3.3,6.29,,,0.42,1.29,,65.65,0.8,228.82,,,166.98,1007.62,-0.46
2024-03-27,24.72,49.44,1.8,6.64,8.43,17.55,6.65,1.98,15.66,1.98,5.6,,,0.31,0.85,,71.01,0.78,240.3,,,187.38,1008.59,-0.45
2024-03-28,51.71,103.42,1.91,6.91,8.82,17.81,7.25,1.06,14.0,1.34,4.46,,,0.37,0.91,,80.05,0.78,210.52,,,155.77,1006.92,-0.46
2024-03-29,,,1.73,6.43,8.15,17.26,7.39,1.92,14.57,0.82,3.1,,,0.33,0.86,,88.13,1.14,90.35,,,133.9,1006.47,-0.44
2024-03-30,,,1.81,6.61,8.42,17.55,6.06,2.21,13.98,0.68,2.62,,,0.28,0.72,,74.29,1.01,135.74,,,152.17,1007.0,-0.44
2024-03-31,,,1.82,6.75,8.56,17.63,8.8,2.11,13.77,0.86,2.32,,,0.17,0.5,,79.7,0.88,237.22,,,152.13,1007.63,-0.45
2024-04-01,,,1.8,7.08,8.89,17.49,5.58,1.49,13.02,0.63,1.7,,,0.13,0.4,,78.72,0.93,181.43,,,149.77,1005.85,-0.44
2024-04-02,53.81,91.38,1.79,6.66,8.45,17.59,5.47,2.47,15.39,0.82,11.2,,,0.23,0.68,,82.6,1.17,106.04,,,156.87,1004.45,-0.42
2024-04-03,35.31,59.84,1.83,6.68,8.51,17.71,7.09,2.01,17.3,0.56,3.49,,,0.23,0.65,,80.67,1.28,97.97,,,154.87,1004.95,-0.42
2024-04-04,30.61,52.04,1.81,6.67,8.48,17.58,5.32,2.12,17.27,0.59,3.47,,,0.58,1.14,,84.0,1.22,104.95,,,158.58,1005.09,-0.42
2024-04-05,27.67,46.89,1.79,6.63,8.42,17.51,3.75,2.01,18.15,0.8,3.91,,,0.28,0.83,,83.09,1.11,109.98,,,157.91,1004.76,-0.43
2024-04-06,34.39,58.67,1.78,6.58,8.36,17.52,5.75,2.01,18.74,0.9,4.56,,,0.58,1.2,,81.09,1.07,149.03,,,156.86,1003.84,-0.44
2024-04-07,30.39,51.51,1.78,6.63,8.41,17.5,5.22,2.03,18.21,0.73,3.85,,,0.37,0.88,,80.63,1.19,119.47,,,158.75,1003.61,-0.43
2024-04-08,34.95,59.24,1.81,6.61,8.42,17.58,6.43,1.9,27.94,1.11,3.1,,,0.32,0.87,,83.48,1.16,198.2,,,157.87,1004.91,-0.43
2024-04-09,34.22,58.0,1.79,6.65,8.43,17.51,5.52,2.11,30.42,2.45,4.9,,,0.33,1.23,,75.07,1.04,289.92,,,163.49,1005.88,-0.44
2024-04-10,41.99,71.17,1.81,6.72,8.53,17.62,6.85,1.98,39.13,1.66,5.84,,,0.27,0.88,,88.05,0.57,214.0,,,126.24,1006.2,-0.46
2024-04-11,33.64,57.01,1.77,6.48,8.25,17.47,12.65,1.9,24.72,0.92,2.72,,,0.17,0.54,,73.19,0.91,258.15,,,159.85,1006.14,-0.44
2024-04-12,23.8,40.34,1.77,6.57,8.34,17.48,9.57,2.08,34.85,1.06,3.93,,,0.16,0.62,,77.63,0.95,300.81,,,155.62,1006.16,-0.44
2024-04-13,37.08,62.85,1.8,6.71,8.51,17.55,10.84,2.1,35.07,1.26,3.37,,,0.22,0.65,,75.73,0.83,245.28,,,162.0,1006.02,-0.45
2024-04-14,44.78,75.89,1.8,7.06,8.86,17.54,10.43,1.95,37.86,1.02,2.22,,,0.12,0.39,,71.57,0.82,282.59,,,162.25,1006.27,-0.46
2024-04-15,42.55,72.12,1.79,7.16,8.95,17.48,5.34,1.75,29.11,0.98,3.74,,,0.21,0.57,,76.24,0.74,228.89,,,157.39,1006.59,-0.46
2024-04-16,45.55,77.21,1.81,7.21,9.02,17.51,7.07,2.13,23.58,0.83,3.93,,,0.35,0.99,,73.01,1.01,137.5,,,160.8,1005.59,-0.44
2024-04-17,38.09,64.56,1.8,7.24,9.04,17.53,5.51,1.74,18.05,0.52,2.86,,,0.36,0.97,,81.69,1.2,117.28,,,154.79,1004.52,-0.42
2024-04-18,28.71,48.66,1.8,7.23,9.03,17.55,4.78,1.88,17.32,0.36,1.76,,,0.22,0.51,,82.12,1.41,98.08,,,163.61,1003.71,-0.4
2024-04-19,24.32,41.22,1.79,7.18,8.97,17.53,4.3,2.06,16.79,0.29,1.37,,,0.11,0.31,,83.27,1.47,136.72,,,163.53,1002.67,-0.4
2024-04-20,27.6,46.78,1.79,7.17,8.97,17.52,5.03,1.97,16.66,0.51,1.89,,,0.21,0.58,,82.96,1.31,154.84,,,159.6,1002.76,-0.41
2024-04-21,29.23,49.54,1.8,7.22,9.03,17.54,4.68,2.16,17.78,0.33,1.54,,,0.11,0.34,,83.37,1.18,127.54,,,164.79,1003.36,-0.42
2024-04-22,26.57,45.04,1.82,7.24,9.06,17.58,5.05,1.85,17.19,0.38,1.86,,,0.4,0.71,,80.7,1.11,154.91,,,160.57,1004.01,-0.43
2024-04-23,28.76,48.92,1.78,7.19,8.97,17.46,4.47,2.15,16.61,0.61,3.1,,,0.44,1.0,,76.91,1.07,165.1,,,162.81,1003.57,-0.44
2024-04-24,32.17,54.52,1.79,7.24,9.03,17.5,4.31,1.96,17.38,0.53,3.34,,,0.46,1.06,,81.42,1.03,146.84,,,157.26,1003.18,-0.44
2024-04-25,33.29,56.73,1.8,7.22,9.02,17.55,3.51,2.21,17.4,0.58,2.83,,,0.32,0.75,,81.0,0.87,142.5,,,160.26,1003.42,-0.45
2024-04-26,32.24,55.24,1.77,7.13,8.9,17.42,6.01,2.08,16.15,0.46,2.71,,,0.25,0.72,,80.38,0.92,126.98,,,145.32,1003.37,-0.44
2024-04-27,35.45,60.09,,,,,,,17.23,0.49,2.99,,,0.34,0.72,,78.53,0.88,111.09,,,155.87,1003.57,-0.45
2024-04-28,30.41,51.54,,,,,,,18.1,0.45,2.67,,,0.24,0.62,,82.28,1.1,123.42,,,160.3,1003.74,-0.43
2024-04-29,24.76,41.96,,,,,,,17.46,0.47,2.37,,,0.53,0.89,,81.49,1.09,192.53,,,158.58,1004.47,-0.43
2024-04-30,30.31,51.38,1.81,7.2,9.01,17.5,4.48,1.5,17.9,0.45,2.62,,,0.25,0.66,,79.93,1.14,112.0,,,164.79,1003.31,-0.42
2024-05-01,47.92,81.21,1.8,7.23,9.04,17.54,5.16,1.8,18.02,0.34,1.75,,,0.15,0.4,,76.45,1.49,107.34,,,156.43,1001.43,-0.4
2024-05-02,40.07,67.36,1.77,7.1,8.86,17.39,15.53,2.43,16.87,0.45,4.44,,,0.14,0.5,,80.92,1.78,98.94,,,157.48,1001.54,-0.36
2024-05-03,40.62,68.84,1.82,7.24,9.06,17.53,7.23,2.72,18.08,0.43,2.71,,,0.21,0.71,,82.19,1.68,78.11,,,148.98,1002.32,-0.37
2024-05-04,28.35,52.9,1.81,7.19,9.01,17.53,3.48,1.93,13.28,0.51,3.62,,,0.21,0.75,,78.72,1.7,109.83,,,155.35,1002.72,-0.38
2024-05-05,21.19,48.86,1.81,7.19,8.91,17.54,3.42,1.73,13.93,0.33,1.74,,,0.1,0.35,,74.0,1.63,70.97,,,155.65,1001.85,-0.38
2024-05-06,20.68,37.46,1.82,7.17,8.99,17.56,4.73,1.99,13.73,0.45,1.88,,,0.14,0.55,,91.87,1.29,121.9,,,158.08,1002.45,-0.4
2024-05-07,11.54,20.88,1.79,7.11,8.89,17.44,3.91,2.26,11.83,0.8,2.34,,,0.25,0.7,,83.38,1.26,215.8,,,154.79,1003.84,-0.41
2024-05-08,12.59,22.66,1.8,7.13,8.94,17.48,5.2,2.24,17.0,1.34,3.34,,,0.31,0.86,,78.19,1.16,243.85,,,149.43,1004.47,-0.43
2024-05-09,9.65,17.38,1.81,7.26,9.08,17.58,7.81,2.14,13.94,1.25,3.83,,,0.26,0.82,,82.9,0.78,224.97,,,150.69,1003.8,-0.46
2024-05-10,6.87,12.31,1.81,7.15,8.96,17.52,3.78,1.8,13.12,0.9,2.67,,,0.2,0.6,,77.15,0.96,173.1,,,158.77,1004.4,-0.44
2024-05-11,9.98,17.97,1.82,7.16,8.98,17.54,4.05,2.09,12.97,0.45,1.6,,,0.4,0.68,,78.88,0.82,195.8,,,151.53,1004.94,-0.45
2024-05-12,12.43,22.38,1.8,7.13,8.93,17.44,5.37,1.85,13.94,0.47,1.45,,,0.11,0.29,,74.13,0.94,203.53,,,155.33,1004.87,-0.45
2024-05-13,9.9,17.81,1.82,7.24,9.06,17.58,7.92,2.04,13.92,0.45,2.67,,,0.2,0.63,,76.83,0.9,198.97,,,155.82,1004.31,-0.45
2024-05-14,17.55,31.59,1.8,7.21,9.02,17.49,11.52,2.1,13.73,1.0,5.09,,,0.3,0.95,,71.67,0.73,251.17,,,139.13,1004.19,-0.46
2024-05-15,11.28,20.31,1.82,7.21,9.03,17.56,6.28,2.22,13.8,0.89,4.15,,,0.35,1.02,,80.99,1.16,189.02,,,149.47,1004.54,-0.43
2024-05-16,12.04,21.67,1.82,7.17,8.99,17.54,5.42,2.08,16.12,1.9,6.43,,,0.52,1.88,,96.73,0.75,151.11,,,100.42,1004.85,-0.47
2024-05-17,21.78,38.79,1.75,7.04,8.79,17.34,4.88,1.06,15.88,1.56,15.15,,,0.85,2.46,,96.79,0.84,142.15,,,121.72,1003.83,-0.46
2024-05-18,7.75,13.94,1.77,7.21,8.98,17.44,6.66,2.26,14.35,1.67,7.58,,,0.64,1.96,,79.15,0.79,213.63,,,146.45,1002.73,-0.46
2024-05-19,9.01,16.23,,,,,3.84,2.01,16.15,1.24,3.82,,,0.2,0.69,,85.56,0.72,225.37,,,143.35,1004.29,-0.46
2024-05-20,13.7,25.78,1.76,7.06,8.82,17.38,6.57,2.2,14.12,1.02,4.52,,,0.26,0.89,,88.59,0.73,211.72,,,145.37,1001.09,-0.46
2024-05-21,23.21,41.41,1.78,7.15,8.93,17.41,6.7,1.87,24.53,1.55,6.26,,,0.67,1.61,,93.19,0.97,190.1,,,136.19,1001.9,-0.45
2024-05-22,20.77,52.32,1.6,6.72,8.31,16.89,7.72,1.99,32.8,1.12,9.46,,,0.44,1.26,,88.2,1.43,238.77,,,162.0,1000.02,-0.42
2024-05-23,80.92,61.81,1.82,6.87,8.69,17.52,9.39,2.14,16.94,1.35,5.53,,,0.42,1.12,,79.26,0.93,202.89,,,157.7,999.37,-0.44
2024-05-24,46.63,61.39,1.81,6.77,8.58,17.53,5.92,2.21,25.57,0.7,4.61,,,0.46,0.99,,81.0,1.13,100.58,,,143.78,998.56,-0.43
2024-05-25,51.56,65.83,1.8,6.83,8.63,17.5,4.54,2.47,33.01,1.32,5.06,,,0.72,1.35,,80.12,1.14,148.13,,,127.61,998.21,-0.44
2024-05-26,31.48,40.67,1.79,6.81,8.6,17.51,5.69,2.04,22.44,0.88,4.85,,,0.34,0.85,,84.02,1.42,66.2,,,81.53,998.56,-0.42
2024-05-27,66.51,88.8,1.72,7.08,8.79,17.23,4.08,2.76,29.69,0.9,4.7,,,0.23,0.76,,49.74,1.46,72.9,,,185.07,998.73,-0.4
2024-05-28,65.1,93.54,1.8,7.23,9.03,17.54,5.3,2.42,22.86,1.05,5.51,,,0.65,1.75,,53.93,1.55,103.82,,,148.13,999.34,-0.4
2024-05-29,56.23,62.33,1.81,7.27,9.08,17.55,5.28,2.37,26.46,0.97,5.08,,,0.65,1.25,,52.44,1.42,132.42,,,150.33,999.32,-0.41
2024-05-30,54.19,68.23,2.36,6.79,9.15,18.55,5.76,1.96,16.1,1.52,6.03,,,0.46,1.19,,58.23,1.13,136.79,,,152.55,999.85,-0.43
