Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-05-31,60.9,74.29,3.67,5.87,9.54,20.94,4.75,2.22,7.09,1.14,4.19,,,0.31,0.75,,65.03,1.24,147.0,,,144.83,1000.13,-0.42
2024-06-01,52.96,72.32,3.69,5.91,9.6,21.02,4.07,2.04,6.57,0.83,3.76,,,0.24,0.6,,75.16,1.19,144.89,,,159.91,1000.74,-0.42
2024-06-02,59.08,80.44,3.47,5.66,9.13,20.21,4.23,2.09,11.64,0.86,2.93,,,0.15,0.42,,66.09,1.06,203.94,,,149.08,1002.22,-0.43
2024-06-03,43.37,,2.6,4.27,6.88,14.93,4.31,2.13,10.08,1.85,3.76,,,0.47,1.05,,72.55,1.73,199.8,,,142.65,1002.87,-0.4
2024-06-04,60.83,,3.69,5.95,9.64,21.06,5.58,2.11,6.91,1.39,8.22,,,0.56,1.65,,82.92,1.19,118.64,,,141.69,1004.39,-0.42
2024-06-05,17.67,50.95,3.66,6.05,9.71,20.97,4.9,1.78,7.05,1.8,13.59,,,0.99,2.69,,91.78,1.3,87.17,,,130.33,1003.91,-0.42
2024-06-06,35.71,50.74,3.63,6.04,9.67,20.8,4.29,1.96,7.37,0.9,6.41,,,0.53,1.44,,89.95,1.18,98.74,,,151.72,1003.91,-0.43
2024-06-07,29.22,44.49,3.56,6.01,9.57,20.47,6.07,1.89,7.19,0.79,6.35,,,0.47,1.34,,95.3,1.45,74.99,,,139.59,1004.62,-0.41
2024-06-08,25.33,38.97,3.66,5.99,9.64,20.93,4.33,2.57,6.6,0.58,5.31,,,0.36,1.0,,90.04,1.44,70.61,,,151.1,1002.52,-0.41
2024-06-09,27.73,42.72,3.68,6.08,9.76,21.06,4.3,2.01,6.49,0.47,4.18,,,0.23,0.66,,80.67,1.57,53.48,,,143.6,1002.03,-0.4
2024-06-10,39.5,60.8,3.68,5.84,9.53,20.97,3.81,2.05,6.51,0.72,5.79,,,0.35,1.05,,72.69,1.52,74.51,,,123.39,1002.08,-0.4
2024-06-11,41.89,64.58,3.68,5.92,9.6,20.99,4.09,1.99,6.5,1.0,7.48,,,0.75,1.76,,64.17,1.61,125.36,,,138.65,1001.83,-0.4
2024-06-12,30.24,47.04,3.67,5.98,9.66,21.0,5.81,2.06,6.49,2.21,16.78,,,2.26,4.07,,77.1,1.33,114.77,,,150.47,1003.77,-0.42
2024-06-13,16.76,31.49,3.68,6.16,9.84,21.09,4.21,2.85,6.52,0.98,8.4,,,0.78,2.25,,76.23,1.44,72.01,,,117.97,1008.07,-0.41
2024-06-14,35.37,55.08,3.66,5.95,9.61,20.93,4.25,1.71,6.49,0.87,6.26,,,0.6,1.69,,66.56,1.52,94.41,,,156.79,1002.16,-0.41
2024-06-15,62.84,98.32,3.67,5.94,9.61,20.94,4.78,2.12,6.49,2.01,11.18,,,1.16,2.75,,75.23,1.32,90.91,,,126.01,1001.73,-0.43
2024-06-16,49.41,76.45,3.68,5.95,9.63,21.0,4.6,1.93,6.51,0.91,4.06,,,0.24,0.72,,70.0,1.41,117.55,,,139.85,1001.95,-0.41
2024-06-17,36.56,56.24,3.67,5.95,9.62,20.99,4.71,2.42,7.13,0.65,2.97,,,0.24,0.62,,75.13,1.45,122.46,,,91.25,1002.21,-0.41
2024-06-18,32.67,50.19,3.69,5.99,9.68,21.06,4.13,0.51,6.89,0.58,3.24,,,0.19,0.55,,80.71,1.86,77.78,,,87.7,1001.09,-0.37
2024-06-19,21.17,32.67,3.67,5.94,9.61,20.95,3.94,1.99,6.49,0.64,4.17,,,0.64,1.17,,85.08,1.82,92.9,,,134.09,1002.32,-0.38
2024-06-20,33.52,51.79,3.67,5.94,9.62,20.99,4.79,1.9,6.49,0.63,4.12,,,0.29,0.82,,79.59,1.79,73.43,,,162.98,1002.29,-0.39
2024-06-21,34.28,52.71,3.65,5.82,9.47,20.9,4.54,2.32,6.56,0.88,5.74,,,0.53,1.38,,72.92,1.6,89.4,,,161.87,1002.75,-0.4
2024-06-22,43.71,67.44,3.67,5.85,9.53,21.0,4.24,2.32,6.76,0.6,4.96,,,0.37,1.04,,63.77,1.49,80.52,,,151.67,999.91,-0.4
2024-06-23,40.85,62.87,3.67,5.84,9.51,20.98,4.34,1.92,7.29,0.4,2.3,,,0.14,0.32,,68.29,1.57,67.75,,,155.1,999.56,-0.39
2024-06-24,44.92,69.53,3.72,5.92,9.64,21.2,4.33,2.4,7.78,0.67,3.63,,,0.24,0.59,,68.67,1.58,56.71,,,150.82,999.56,-0.4
2024-06-25,46.32,71.3,3.66,5.8,9.46,20.91,3.76,2.23,11.87,0.48,3.65,,,0.24,0.67,,56.11,1.88,65.97,,,160.42,999.19,-0.38
2024-06-26,37.91,56.86,3.72,5.85,9.57,21.12,4.15,2.33,11.11,0.71,4.35,,,0.31,0.92,,62.77,1.68,74.04,,,154.88,999.48,-0.39
2024-06-27,30.31,66.55,3.7,5.83,9.53,21.13,3.85,2.26,12.13,0.81,4.16,,,0.28,0.85,,57.34,1.92,73.43,,,169.38,1000.68,-0.38
2024-06-28,71.57,96.3,3.72,5.86,9.58,21.15,4.31,2.3,14.69,1.08,5.82,,,0.43,1.26,,77.47,1.1,72.32,,,53.95,1001.19,-0.43
2024-06-29,60.68,75.02,3.66,5.76,9.42,20.88,4.2,2.26,17.16,0.65,3.41,,,0.29,0.65,,73.0,1.38,90.41,,,147.5,1002.05,-0.41
2024-06-30,51.54,73.4,3.7,5.85,9.54,21.07,4.26,2.07,16.88,0.61,3.04,,,0.18,0.5,,82.3,1.53,82.73,,,126.27,1002.81,-0.4
2024-07-01,47.2,65.52,3.7,5.87,9.57,21.08,4.4,2.07,12.29,1.12,6.02,,,0.4,1.23,,81.97,1.32,59.62,,,140.79,1002.83,-0.43
2024-07-02,48.45,91.66,3.7,5.79,9.49,21.05,4.33,1.91,11.11,0.93,5.57,,,0.41,1.09,,66.61,1.48,87.48,,,150.59,1001.64,-0.41
2024-07-03,45.07,84.45,3.62,5.69,9.32,20.69,4.1,1.95,14.2,0.68,3.18,,,0.23,0.53,,60.45,1.6,83.4,,,160.91,1002.0,-0.39
2024-07-04,42.48,59.78,3.71,5.79,9.5,21.06,4.57,2.0,11.34,1.28,7.63,,,0.66,1.71,,80.54,1.21,81.49,,,156.39,1010.7,-0.43
2024-07-05,40.67,59.83,3.66,5.75,9.41,20.88,4.22,1.89,14.64,0.93,4.43,,,0.34,0.8,,77.32,1.52,96.02,,,172.33,1003.78,-0.41
2024-07-06,33.7,53.46,3.67,5.79,9.46,20.92,4.18,2.16,11.15,1.97,10.94,,,1.37,2.93,,95.05,0.96,97.01,,,143.16,1009.29,-0.46
2024-07-07,34.62,59.05,3.71,5.8,9.51,21.03,3.99,1.56,14.04,0.82,4.75,,,0.41,1.19,,81.47,1.4,77.97,,,158.2,1001.41,-0.41
2024-07-08,40.11,61.92,3.65,5.77,9.32,20.88,4.49,2.05,14.0,1.21,6.89,,,0.6,1.54,,83.5,1.09,69.97,,,164.17,1000.44,-0.44
2024-07-09,42.85,65.66,3.67,5.84,9.51,21.01,4.09,2.2,11.96,1.53,8.96,,,0.98,2.58,,86.38,1.03,109.27,,,159.05,1008.34,-0.45
2024-07-10,38.8,59.88,3.67,5.79,9.46,20.92,4.09,2.01,19.14,0.73,3.72,,,0.3,0.78,,78.73,1.15,158.31,,,166.04,1003.16,-0.43
2024-07-11,28.9,44.22,3.64,5.76,9.41,20.87,4.22,1.27,10.06,1.27,8.48,,,0.82,2.21,,98.16,1.07,79.02,,,111.7,1015.04,-0.45
2024-07-12,38.49,59.26,3.7,5.86,9.57,21.16,4.48,2.23,10.96,0.59,3.86,,,0.21,0.59,,83.48,1.36,87.52,,,166.96,1002.13,-0.41
2024-07-13,,,3.64,5.8,9.44,20.9,3.98,2.55,,1.12,7.0,,,0.56,1.72,,91.81,1.33,81.91,,,121.63,1008.29,-0.42
2024-07-14,,,3.65,5.85,9.5,21.01,4.71,2.09,,1.57,8.67,,,0.54,1.89,,98.53,0.99,96.64,,,112.91,1000.32,-0.45
2024-07-15,25.6,39.37,3.66,5.81,9.47,20.98,4.28,2.18,12.8,0.88,45.01,,,0.83,2.21,,98.52,1.49,56.23,,,123.85,999.87,-0.41
2024-07-16,20.86,32.19,3.67,5.83,9.5,20.98,3.86,2.1,12.33,0.56,10.2,,,0.69,1.66,,81.35,1.86,58.12,,,144.16,999.73,-0.38
2024-07-17,39.24,60.35,3.67,5.9,9.57,20.99,4.05,2.09,13.3,0.97,8.57,,,0.84,2.28,,78.34,1.45,76.33,,,158.03,1000.54,-0.41
2024-07-18,23.39,33.72,3.65,5.88,9.54,20.9,3.69,2.01,13.01,0.79,6.46,,,0.52,1.43,,83.32,2.1,69.8,,,153.75,1000.26,-0.37
2024-07-19,17.13,26.36,3.69,5.94,9.63,21.07,4.09,2.16,13.33,0.97,5.55,,,0.43,1.21,,80.86,1.97,68.26,,,158.66,999.89,-0.37
2024-07-20,20.79,31.98,3.69,5.93,9.61,21.03,4.36,1.93,13.64,2.24,11.48,,,1.0,2.74,,63.7,1.53,63.75,,,163.27,1000.37,-0.41
2024-07-21,12.99,19.99,3.68,5.92,9.6,21.03,3.57,1.98,12.96,0.8,7.11,,,0.55,1.66,,57.27,1.68,62.97,,,154.71,1000.92,-0.39
2024-07-22,17.15,26.19,3.68,5.92,9.6,21.03,4.09,1.77,12.51,1.22,9.07,,,1.63,2.62,,55.94,1.69,67.0,,,144.33,1002.27,-0.39
2024-07-23,18.8,28.78,3.68,5.89,9.57,21.03,3.56,2.03,12.28,0.87,11.89,,,1.9,3.75,,56.65,1.72,62.75,,,139.1,1002.83,-0.39
2024-07-24,18.21,28.02,3.68,5.9,9.57,20.99,3.59,2.18,12.4,0.81,8.58,,,4.67,4.69,,58.0,2.01,73.8,,,143.01,1001.48,-0.37
2024-07-25,14.79,22.76,3.69,5.92,9.62,21.04,3.97,1.95,12.54,0.77,6.92,,,1.29,2.52,,55.27,1.92,69.49,,,145.36,1000.28,-0.37
2024-07-26,23.39,36.33,3.69,5.91,9.6,21.06,3.89,2.37,12.43,0.91,6.83,,,0.77,1.93,,56.54,1.88,71.63,,,141.6,1000.39,-0.37
2024-07-27,15.25,23.68,3.69,5.91,9.6,21.04,3.44,2.42,12.55,0.54,4.01,,,0.38,0.91,,51.82,2.09,74.78,,,145.66,1000.29,-0.36
2024-07-28,16.11,24.78,3.68,5.73,9.41,21.07,3.76,1.5,11.69,0.51,2.65,,,0.14,0.4,,46.08,1.99,66.76,,,132.6,999.66,-0.37
2024-07-29,22.91,35.25,3.76,5.72,9.48,21.25,4.13,2.17,11.46,0.63,3.56,,,0.2,0.58,,59.42,1.57,85.19,,,129.3,999.47,-0.4
2024-07-30,22.08,33.97,3.75,5.68,9.43,21.24,3.92,2.16,12.3,0.83,5.33,,,0.29,0.9,,71.49,1.21,106.56,,,135.82,1001.28,-0.42
2024-07-31,12.94,19.91,3.66,5.87,9.53,20.91,3.96,2.06,12.5,0.57,3.44,,,0.21,0.67,,52.59,1.9,76.37,,,141.99,1002.32,-0.38
2024-08-01,24.27,37.34,3.69,5.88,9.57,21.02,3.74,1.75,11.85,0.65,4.3,,,0.22,0.63,,56.26,1.77,66.96,,,133.39,1002.11,-0.38
2024-08-02,22.95,35.3,3.69,5.87,9.56,21.03,3.87,2.12,11.8,1.15,5.26,,,0.39,0.98,,61.48,1.75,98.32,,,133.88,1002.41,-0.39
2024-08-03,12.15,18.7,3.68,5.92,9.49,21.01,3.69,2.0,12.37,0.71,4.04,,,0.23,0.76,,70.83,1.46,107.48,,,139.45,1003.04,-0.4
2024-08-04,9.16,14.09,3.67,5.91,9.58,20.99,3.68,1.92,12.66,0.81,5.09,,,0.28,0.9,,83.53,1.32,90.72,,,148.96,1004.17,-0.42
2024-08-05,17.08,26.28,3.7,5.91,9.62,21.08,4.76,2.55,10.18,1.27,7.58,,,0.59,1.6,,98.4,1.18,92.4,,,108.5,1004.49,-0.44
2024-08-06,27.26,41.56,3.69,5.86,9.55,21.0,3.84,2.26,11.56,2.14,8.7,,,1.07,2.29,,88.22,1.25,118.05,,,131.03,1002.86,-0.42
2024-08-07,12.85,19.77,3.67,5.85,9.52,20.96,3.69,2.15,12.19,1.16,6.97,,,0.54,1.49,,95.73,0.98,138.4,,,141.65,1003.18,-0.44
2024-08-08,9.24,14.21,3.67,5.89,9.55,20.95,3.55,2.24,14.21,1.34,7.76,,,0.58,1.58,,89.25,1.11,90.76,,,171.44,1008.2,-0.43
2024-08-09,24.61,37.79,3.63,5.86,9.49,20.77,3.59,4.04,8.51,3.79,14.24,,,1.69,4.81,,98.54,0.82,128.21,,,86.78,1004.28,-0.47
2024-08-10,17.52,26.94,3.72,5.94,9.66,21.16,3.53,1.92,13.19,1.25,5.6,,,0.42,1.26,,90.59,1.13,147.51,,,156.36,1005.49,-0.44
2024-08-11,12.65,19.46,3.71,5.8,9.5,21.0,3.59,1.99,12.95,1.22,4.65,,,0.26,0.88,,82.01,1.0,230.58,,,152.11,1002.07,-0.44
2024-08-12,15.34,23.6,3.74,5.74,9.48,21.17,3.76,1.99,12.93,0.89,4.35,,,0.55,0.99,,87.51,1.17,182.47,,,151.59,1001.81,-0.43
2024-08-13,16.61,25.56,3.67,5.62,9.29,20.94,3.63,2.19,11.96,0.63,3.31,,,0.43,1.03,,88.7,0.85,155.79,,,140.45,1002.37,-0.45
2024-08-14,12.25,18.85,3.75,5.66,9.41,21.3,3.46,2.12,12.15,0.8,3.07,,,0.22,0.63,,83.58,0.67,229.43,,,144.34,1002.16,-0.47
2024-08-15,8.96,13.79,3.82,5.75,9.56,21.4,3.4,2.29,12.02,0.43,2.29,,,0.12,0.32,,87.02,0.81,119.08,,,142.4,1001.55,-0.45
2024-08-16,16.74,28.16,3.84,5.68,9.51,21.42,3.5,1.86,11.01,0.46,1.99,,,0.13,0.34,,88.41,1.18,130.81,,,121.44,1001.1,-0.43
2024-08-17,16.42,25.27,3.73,5.67,9.4,21.23,3.54,2.18,12.04,0.76,3.38,,,0.33,0.7,,91.86,0.76,189.3,,,144.13,1001.77,-0.46
2024-08-18,14.68,22.58,3.83,5.68,9.5,21.33,3.62,2.15,12.08,1.06,3.51,,,0.2,0.62,,82.05,0.79,182.76,,,145.81,1002.17,-0.46
2024-08-19,16.51,25.4,3.88,5.87,9.74,21.66,3.76,1.93,11.69,0.54,2.56,,,0.19,0.4,,86.93,1.18,85.23,,,131.19,1001.91,-0.43
2024-08-20,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,18.05,27.67,3.84,5.92,9.75,21.93,3.4,2.14,11.34,0.79,4.29,,,0.26,0.67,,78.24,1.35,80.23,,,122.67,1002.52,-0.41
2024-08-22,10.78,16.59,3.75,5.7,9.44,21.14,3.01,3.28,7.65,0.59,3.22,,,0.26,0.56,,79.51,1.54,48.08,,,66.95,1003.76,-0.4
2024-08-23,17.54,27.03,3.89,5.76,9.64,21.77,3.32,2.07,11.19,0.61,3.26,,,0.26,0.59,,81.37,1.6,60.83,,,123.1,1003.72,-0.39
2024-08-24,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-25,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-26,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,32.61,50.17,1.47,2.71,4.18,18.14,3.37,0.68,11.71,1.53,7.98,,,0.91,1.88,,60.25,1.31,104.71,,,133.16,1003.72,-0.42
2024-08-28,20.01,30.79,1.42,2.65,4.07,18.06,3.29,0.42,10.34,2.29,10.54,,,0.97,2.36,,90.86,0.95,119.03,,,113.77,1004.38,-0.45
2024-08-29,19.58,30.12,1.43,2.66,4.08,18.04,3.1,0.61,12.97,1.8,8.29,,,1.93,2.74,,76.18,1.54,81.77,,,153.29,1002.41,-0.41
2024-08-30,16.15,24.84,1.41,2.67,4.08,17.91,3.18,0.55,12.08,2.16,7.22,,,0.67,1.79,,74.28,1.79,84.8,,,139.6,1002.19,-0.39
2024-08-31,18.66,28.71,1.44,2.69,4.13,18.11,3.16,0.54,10.08,1.9,10.56,,,0.76,2.35,,81.18,1.45,91.78,,,117.13,1001.8,-0.41
2024-09-01,9.57,14.72,1.43,2.68,4.1,18.03,,0.51,9.79,1.41,6.4,,,0.46,1.51,,67.83,1.47,111.1,,,97.76,1001.26,-0.41
2024-09-02,17.23,26.5,1.44,2.68,4.11,18.01,10.02,0.52,13.04,1.18,5.82,,,1.28,1.8,,75.3,1.26,83.65,,,157.42,1001.61,-0.42
2024-09-03,22.7,34.9,1.42,2.66,4.07,17.94,10.01,0.58,9.75,1.87,8.99,,,1.43,2.35,,93.13,0.99,152.49,,,112.56,1007.33,-0.45
2024-09-04,15.96,24.55,1.47,2.72,4.19,18.22,10.02,0.59,9.72,1.74,11.08,,,1.06,2.31,,92.78,0.93,149.22,,,106.32,1009.95,-0.45
2024-09-05,19.75,30.39,1.39,2.61,3.99,17.79,9.99,0.5,10.98,1.49,9.63,,,0.85,2.08,,79.0,1.17,116.96,,,123.31,1001.82,-0.43
2024-09-06,26.82,41.26,1.42,2.7,4.12,18.01,10.0,0.42,10.3,2.79,15.41,,,2.03,4.05,,87.93,1.01,101.17,,,112.08,1002.19,-0.45
2024-09-07,13.42,20.67,1.4,2.68,4.02,17.57,10.0,1.26,11.82,2.38,12.58,,,1.17,3.2,,86.72,1.08,81.18,,,138.03,1005.43,-0.44
2024-09-08,10.74,16.52,1.41,2.7,4.1,17.87,9.99,0.57,12.55,1.45,7.86,,,0.63,1.76,,90.08,1.18,81.1,,,146.93,944.93,-0.44
2024-09-09,13.33,20.51,1.42,2.71,4.13,18.07,10.02,0.48,12.06,1.22,7.44,,,0.8,1.83,,85.82,1.39,74.38,,,138.77,956.62,-0.42
2024-09-10,13.88,21.35,1.42,2.72,4.14,18.09,10.0,0.51,11.69,1.13,6.8,,,0.61,1.58,,74.13,1.59,95.65,,,129.75,975.48,-0.4
2024-09-11,38.3,58.61,1.39,2.63,4.0,17.59,9.99,0.35,12.12,0.91,4.95,,,0.43,1.02,,73.16,1.56,98.35,,,142.81,999.69,-0.4
2024-09-12,12.87,19.8,1.42,2.73,4.15,18.1,9.98,,10.89,1.1,4.43,,,0.83,1.3,,71.47,1.42,155.69,,,117.17,993.88,-0.41
2024-09-13,25.27,39.14,1.37,2.63,3.97,17.5,10.0,0.23,11.83,1.96,5.19,,,0.79,1.54,,69.38,0.97,176.37,,,140.35,,-0.43
2024-09-14,14.96,23.01,1.41,2.72,4.13,18.04,9.99,0.36,11.22,1.03,4.21,,,0.56,1.11,,74.95,0.95,139.54,,,126.15,,-0.44
2024-09-15,14.05,21.61,1.43,2.76,4.19,18.18,10.01,0.34,10.9,0.85,4.46,,,0.27,0.71,,75.5,0.87,116.1,,,126.86,,-0.44
2024-09-16,15.67,24.1,1.42,2.73,4.15,18.1,10.0,0.43,10.71,1.09,4.22,,,0.85,1.31,,65.77,0.83,162.32,,,124.02,,-0.44
2024-09-17,20.06,30.86,1.43,2.72,4.15,18.11,10.02,0.34,10.89,0.99,4.24,,,0.52,0.95,,68.92,1.04,163.45,,,126.16,,-0.43
2024-09-18,26.06,40.1,1.42,2.71,4.12,18.07,9.98,0.59,10.17,1.04,4.9,,,1.04,1.41,,70.8,0.99,163.8,,,105.31,,-0.44
2024-09-19,25.18,38.72,2.21,4.41,6.58,22.41,11.04,0.67,11.08,4.54,14.99,,,2.47,3.97,,89.89,0.94,154.17,,,125.01,1000.23,-0.46
2024-09-20,15.52,38.79,3.2,7.4,10.6,29.63,15.36,1.34,24.74,3.2,13.19,,,2.53,3.97,,77.79,0.91,181.15,,,138.8,999.57,-0.45
2024-09-21,14.52,36.31,1.4,2.68,4.03,17.82,14.62,1.24,20.57,4.51,9.28,,,1.58,2.31,,93.07,0.85,149.3,,,124.27,1000.82,-0.45
2024-09-22,7.66,19.16,1.43,2.72,4.15,18.03,5.69,1.29,20.02,1.95,8.72,,,1.1,1.92,,90.52,1.06,156.54,,,132.85,999.83,-0.44
2024-09-23,11.58,28.95,1.42,2.71,4.12,18.0,9.49,1.28,21.08,1.83,6.08,,,1.51,1.9,,90.85,1.23,134.44,,,136.15,999.46,-0.43
2024-09-24,7.62,19.06,1.42,2.74,4.17,18.06,3.28,1.34,20.47,1.71,7.07,,,1.2,1.82,,92.82,1.15,107.82,,,128.6,1001.65,-0.43
2024-09-25,13.67,32.1,1.41,2.69,4.1,17.86,2.5,1.14,20.66,1.29,6.2,,,0.97,1.4,,85.81,1.25,81.05,,,143.41,999.13,-0.42
2024-09-26,15.11,38.38,1.41,2.72,4.13,17.98,15.11,1.28,20.38,2.63,10.9,,,1.96,3.38,,93.96,0.81,182.33,,,109.89,1004.67,-0.46
2024-09-27,37.73,62.06,1.39,2.67,4.06,17.77,22.86,0.62,21.58,2.26,11.27,,,1.83,3.01,,90.06,0.86,118.95,,,136.14,1002.01,-0.45
2024-09-28,29.93,64.7,1.37,2.64,4.02,17.73,16.86,1.12,20.5,2.48,13.47,,,2.57,4.47,,92.73,0.7,201.66,,,118.12,1003.04,-0.47
2024-09-29,10.6,29.35,1.41,2.71,4.13,17.96,9.97,1.1,20.36,1.12,4.19,,,0.83,0.89,,89.47,0.74,199.34,,,115.3,1003.86,-0.46
2024-09-30,11.26,30.65,1.41,2.72,4.13,17.98,12.51,1.15,20.08,1.19,4.48,,,0.94,1.15,,88.78,0.72,150.53,,,115.04,1003.91,-0.46
2024-10-01,20.93,44.84,1.42,2.72,4.14,17.99,15.05,1.33,20.46,1.17,5.33,,,0.92,1.07,,86.92,0.8,101.47,,,112.08,1002.57,-0.46
2024-10-02,11.31,42.72,1.43,2.74,4.17,18.09,15.03,1.7,20.4,1.26,4.74,,,0.81,0.89,,82.04,1.27,84.47,,,109.27,1002.25,-0.42
2024-10-03,22.28,57.75,1.41,2.72,4.12,17.99,14.19,1.63,21.12,6.4,16.09,,,2.39,3.9,,80.56,1.26,111.3,,,120.02,1001.86,-0.42
2024-10-04,23.25,85.63,1.43,2.74,4.17,18.06,7.74,1.22,21.29,2.76,14.08,,,1.68,3.62,,86.17,0.91,164.35,,,122.33,1001.98,-0.44
2024-10-05,21.47,63.58,1.42,2.73,4.15,18.04,3.54,1.13,21.42,,,,,,,,87.49,1.19,135.72,,,122.92,1002.31,-0.43
2024-10-06,23.85,79.41,1.41,2.72,4.13,17.97,46.05,1.59,21.16,,,,,,,,86.93,0.64,196.2,,,130.79,1002.86,-0.47
2024-10-07,27.16,67.67,1.38,2.65,4.01,17.54,21.25,0.88,20.57,1.77,5.08,,,1.47,1.62,,88.66,0.65,242.28,,,131.24,1004.07,-0.47
2024-10-08,27.11,53.41,1.42,2.68,4.1,17.98,14.28,1.13,22.17,1.17,4.56,,,0.58,0.85,,90.33,0.71,255.99,,,92.09,1005.44,-0.46
2024-10-09,25.54,40.84,1.41,2.68,4.06,17.75,14.06,1.52,20.37,1.92,8.34,,,0.65,1.59,,93.03,0.58,249.28,,,132.48,1005.76,-0.48
2024-10-10,23.06,31.2,1.41,2.73,4.14,18.01,6.28,1.09,23.05,2.02,6.81,,,0.78,1.82,,98.59,0.74,234.22,,,124.91,1004.56,-0.47
2024-10-11,30.12,33.53,1.42,2.73,4.14,17.98,4.22,1.11,23.21,2.23,10.06,,,0.73,2.14,,95.34,0.51,267.25,,,122.92,1002.41,-0.48
2024-10-12,12.57,20.73,1.4,2.7,4.1,17.88,4.29,0.33,23.37,0.78,3.66,,,0.2,0.63,,98.24,0.67,255.11,,,131.7,1006.09,-0.47
2024-10-13,10.56,22.03,1.4,2.71,4.11,17.9,4.23,0.37,24.58,1.07,4.34,,,0.18,0.76,,92.97,0.74,290.13,,,128.2,1003.05,-0.47
2024-10-14,17.16,29.05,1.39,2.67,4.02,17.57,4.24,0.85,21.18,0.43,1.91,,,0.06,0.21,,98.61,1.94,224.35,,,119.65,1003.37,-0.37
2024-10-15,9.48,16.36,1.3,2.49,3.69,16.43,4.19,0.5,19.67,0.62,3.6,,,0.23,0.77,,98.61,1.0,231.08,,,95.53,1000.75,-0.45
2024-10-16,11.57,16.17,1.37,2.58,3.92,17.25,4.24,0.59,20.06,0.75,5.48,,,0.18,0.76,,98.69,0.68,114.38,,,122.97,1003.6,-0.46
2024-10-17,22.53,47.16,1.36,2.6,3.93,17.26,4.21,0.47,23.21,2.49,13.14,,,1.38,3.52,,97.3,0.62,223.82,,,134.99,1001.76,-0.48
2024-10-18,30.23,45.13,1.42,2.75,4.16,18.03,8.88,1.43,27.0,1.62,8.84,,,0.73,2.14,,98.6,0.6,226.57,,,113.07,1006.42,-0.48
2024-10-19,23.36,46.57,1.4,2.69,4.07,17.64,4.46,0.74,34.44,0.89,6.88,,,0.47,1.18,,97.75,0.76,198.82,,,85.74,1003.29,-0.46
2024-10-20,14.29,30.73,1.4,2.68,4.08,17.79,4.51,0.71,36.91,0.56,5.95,,,0.3,0.94,,98.33,1.05,245.44,,,87.62,1006.23,-0.44
2024-10-21,17.84,33.79,1.65,3.25,4.8,18.85,3.8,1.37,34.44,1.8,7.99,,,0.49,1.6,,96.38,0.56,218.52,,,101.08,1004.52,-0.48
2024-10-22,15.92,48.2,5.19,11.6,16.79,35.61,3.69,1.28,27.75,1.23,5.84,,,0.68,2.3,,97.76,0.89,225.73,,,124.67,1004.13,-0.45
2024-10-23,18.66,87.11,5.2,11.56,16.75,35.67,13.07,1.88,29.23,2.0,7.73,,,1.48,4.59,,91.59,0.93,193.28,,,128.12,1003.41,-0.45
2024-10-24,24.24,100.8,5.01,11.32,16.3,34.87,10.64,1.95,29.18,3.93,20.66,,,5.12,13.61,,95.88,1.01,111.15,,,124.34,1003.05,-0.45
2024-10-25,38.31,100.06,5.24,11.54,16.76,35.6,6.7,2.11,31.65,3.16,17.29,,,3.22,9.41,,84.26,1.08,98.89,,,132.6,1002.81,-0.44
2024-10-26,28.57,100.46,5.14,11.49,16.61,35.45,5.89,1.76,33.46,2.56,10.1,,,1.91,3.09,,78.76,1.08,147.14,,,131.99,1002.54,-0.44
2024-10-27,27.25,119.46,4.99,11.24,16.2,34.71,14.33,2.02,31.11,3.19,10.03,,,1.01,2.73,,79.71,1.0,160.43,,,115.38,1002.13,-0.45
2024-10-28,39.07,125.27,5.14,11.41,16.54,35.35,18.1,1.52,33.44,3.98,12.17,,,1.76,3.54,,91.15,0.74,147.73,,,115.26,1001.81,-0.47
2024-10-29,28.01,159.23,5.41,11.39,16.69,35.41,16.29,0.99,30.58,2.35,10.49,,,0.95,2.46,,94.19,0.63,158.85,,,136.06,1002.67,-0.47
2024-10-30,31.77,143.63,5.19,11.3,16.43,34.92,18.33,1.24,30.08,4.61,19.74,,,3.44,5.56,,98.14,0.65,158.0,,,96.62,1001.02,-0.47
2024-10-31,66.53,155.0,8.77,17.57,26.35,37.21,12.57,2.81,25.64,4.01,21.65,,,1.43,3.62,,97.23,0.5,228.85,,,87.43,1004.22,-0.48
2024-11-01,31.14,67.04,6.17,12.64,18.81,35.51,12.44,3.08,23.91,0.99,4.09,,,0.2,0.79,,96.4,0.89,230.56,,,98.48,1004.72,-0.46
2024-11-02,28.25,49.12,6.13,12.57,18.7,35.48,12.73,2.84,12.68,1.54,5.53,,,0.34,1.31,,97.38,0.73,251.66,,,289.25,1007.58,-0.46
