Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-11 00:00:00,39.70,NA,11.15,3.97,15.12,42.79,7.75,1.08,NA,2.49,NA,NA,NA,NA,NA,NA,90.25,1.83,285.04,NA,NA,270.70,NA,-0.36
2021-01-12 00:00:00,38.87,NA,10.96,3.92,14.88,42.58,7.54,0.75,NA,2.37,NA,NA,NA,NA,NA,NA,88.14,2.03,287.76,NA,NA,269.00,999.69,-0.34
2021-01-13 00:00:00,58.86,NA,12.83,7.17,20.64,47.65,9.40,1.16,NA,11.57,NA,NA,NA,NA,NA,NA,88.22,1.30,288.26,NA,NA,275.39,997.80,-0.40
2021-01-14 00:00:00,27.94,NA,13.08,7.94,21.81,48.69,5.51,1.27,NA,1.72,NA,NA,NA,NA,NA,NA,89.15,1.36,290.49,NA,NA,266.47,997.08,-0.39
2021-01-15 00:00:00,28.13,NA,13.12,7.93,21.85,48.74,5.14,1.39,NA,1.81,NA,NA,NA,NA,NA,NA,80.70,1.00,288.70,NA,NA,284.75,997.39,-0.42
2021-01-16 00:00:00,27.35,NA,12.46,8.55,21.81,48.42,5.51,1.08,NA,1.71,NA,NA,NA,NA,NA,NA,77.87,0.96,291.44,NA,NA,289.93,994.69,-0.43
2021-01-17 00:00:00,21.89,NA,12.45,8.96,22.21,48.61,5.80,1.09,NA,2.20,NA,NA,NA,NA,NA,NA,70.77,0.96,284.73,NA,NA,295.64,994.69,-0.42
2021-01-18 00:00:00,36.08,NA,11.97,10.18,22.95,49.07,5.81,1.13,NA,1.57,NA,NA,NA,NA,NA,NA,69.60,1.04,299.15,NA,NA,297.86,995.43,-0.42
2021-01-19 00:00:00,54.63,NA,11.24,10.03,21.89,48.18,7.00,0.96,NA,1.72,NA,NA,NA,NA,NA,NA,73.05,1.40,290.87,NA,NA,301.07,998.23,-0.39
2021-01-20 00:00:00,46.60,NA,10.26,11.67,22.72,47.64,5.65,1.43,NA,1.58,NA,NA,NA,NA,NA,NA,82.66,1.24,288.07,NA,NA,125.61,996.88,-0.40
2021-01-21 00:00:00,42.83,NA,10.49,10.90,21.35,46.85,5.56,1.16,NA,3.29,NA,NA,NA,NA,NA,NA,87.80,0.72,274.96,NA,NA,24.56,997.74,-0.45
2021-01-22 00:00:00,33.35,NA,13.10,8.06,21.96,48.71,5.16,1.10,NA,3.91,NA,NA,NA,NA,NA,NA,83.91,0.70,226.80,NA,NA,29.12,998.69,-0.45
2021-01-23 00:00:00,39.22,NA,13.21,7.64,21.65,48.66,4.43,1.32,NA,3.59,NA,NA,NA,NA,NA,NA,74.50,0.90,309.51,NA,NA,33.62,997.30,-0.43
2021-01-24 00:00:00,22.91,NA,13.18,7.75,21.73,48.60,10.56,1.26,NA,3.63,NA,NA,NA,NA,NA,NA,76.34,0.77,288.00,NA,NA,20.83,995.92,-0.45
2021-01-25 00:00:00,37.28,NA,13.29,7.75,21.84,48.71,9.94,1.37,NA,2.94,NA,NA,NA,NA,NA,NA,73.38,0.81,292.90,NA,NA,29.58,994.81,-0.44
2021-01-26 00:00:00,31.64,NA,14.22,8.00,23.00,49.91,10.20,0.34,NA,1.67,NA,NA,NA,NA,NA,NA,68.08,0.97,299.60,NA,NA,36.30,996.40,-0.43
2021-01-27 00:00:00,58.52,NA,11.72,10.98,23.14,44.68,6.26,1.13,NA,2.73,NA,NA,NA,NA,NA,NA,72.80,0.82,283.63,NA,NA,155.72,995.95,-0.44
2021-01-28 00:00:00,75.79,NA,10.89,13.61,25.49,43.44,7.79,1.26,NA,5.62,NA,NA,NA,NA,NA,NA,77.65,1.19,294.22,NA,NA,193.91,997.30,-0.41
2021-01-29 00:00:00,40.12,NA,12.97,8.12,21.89,48.71,11.19,1.18,NA,3.65,NA,NA,NA,NA,NA,NA,71.93,1.15,313.64,NA,NA,30.12,999.13,-0.40
2021-01-30 00:00:00,45.54,NA,12.95,8.10,21.86,48.47,7.75,1.17,NA,3.13,NA,NA,NA,NA,NA,NA,76.51,1.10,300.04,NA,NA,32.67,997.28,-0.41
2021-01-31 00:00:00,24.53,NA,12.96,8.07,21.83,48.59,5.98,1.37,NA,2.42,NA,NA,NA,NA,NA,NA,76.99,1.11,301.93,NA,NA,33.39,997.96,-0.41
2021-02-01 00:00:00,35.26,NA,12.97,8.07,21.83,48.63,11.17,1.16,NA,1.74,NA,NA,NA,NA,NA,NA,72.12,1.41,304.91,NA,NA,35.86,997.72,-0.39
2021-02-02 00:00:00,44.49,NA,13.30,8.10,22.20,49.04,15.43,1.23,NA,2.63,NA,NA,NA,NA,NA,NA,74.79,1.18,306.41,NA,NA,28.47,997.16,-0.40
2021-02-03 00:00:00,35.92,NA,15.29,8.19,24.28,51.39,13.47,1.23,NA,1.28,NA,NA,NA,NA,NA,NA,64.31,1.29,309.73,NA,NA,25.03,998.50,-0.39
2021-02-04 00:00:00,33.89,NA,13.27,8.22,21.99,48.46,9.23,1.02,NA,2.51,NA,NA,NA,NA,NA,NA,63.57,1.13,301.37,NA,NA,38.01,995.44,-0.41
2021-02-05 00:00:00,37.17,NA,12.85,9.56,21.47,46.41,10.44,1.19,NA,1.96,NA,NA,NA,NA,NA,NA,62.56,1.21,296.19,NA,NA,32.57,994.26,-0.40
2021-02-06 00:00:00,31.95,NA,13.86,8.74,23.07,49.44,10.02,1.19,NA,1.96,NA,NA,NA,NA,NA,NA,67.37,1.18,297.84,NA,NA,37.99,993.44,-0.41
2021-02-07 00:00:00,32.63,NA,12.31,9.03,21.71,47.83,10.72,1.17,NA,2.77,NA,NA,NA,NA,NA,NA,73.57,1.44,290.17,NA,NA,35.39,990.85,-0.39
2021-02-08 00:00:00,33.47,NA,12.99,7.91,21.93,48.71,5.77,1.14,NA,1.67,NA,NA,NA,NA,NA,NA,73.98,0.90,292.03,NA,NA,5.33,994.92,-0.43
2021-02-09 00:00:00,51.77,NA,13.70,8.93,22.45,48.74,13.84,0.97,NA,2.08,NA,NA,NA,NA,NA,NA,59.40,1.34,310.32,NA,NA,37.22,998.90,-0.39
2021-02-10 00:00:00,54.63,NA,13.28,8.61,22.10,48.46,11.74,1.09,NA,2.36,NA,NA,NA,NA,NA,NA,61.78,0.90,299.05,NA,NA,38.94,996.67,-0.43
2021-02-11 00:00:00,52.13,NA,12.93,8.55,22.09,48.73,12.12,0.97,NA,3.10,NA,NA,NA,NA,NA,NA,63.61,0.69,275.63,NA,NA,36.25,995.44,-0.45
2021-02-12 00:00:00,42.15,NA,12.64,8.26,21.29,47.60,10.85,1.10,NA,2.06,NA,NA,NA,NA,NA,NA,59.80,0.94,295.93,NA,NA,37.46,995.75,-0.42
2021-02-13 00:00:00,37.72,NA,12.73,8.34,21.86,48.55,7.10,0.83,NA,2.43,NA,NA,NA,NA,NA,NA,70.99,0.92,288.92,NA,NA,24.92,994.96,-0.43
2021-02-14 00:00:00,35.74,NA,12.93,8.52,22.24,48.87,6.92,0.90,NA,3.10,NA,NA,NA,NA,NA,NA,71.03,0.81,293.27,NA,NA,38.49,994.83,-0.44
2021-02-15 00:00:00,34.42,NA,13.17,8.71,22.24,48.71,7.51,1.05,NA,4.36,NA,NA,NA,NA,NA,NA,75.34,0.77,261.73,NA,NA,25.24,995.25,-0.44
2021-02-16 00:00:00,50.33,NA,12.16,8.67,21.10,47.39,13.15,1.14,NA,2.91,NA,NA,NA,NA,NA,NA,73.00,0.66,259.25,NA,NA,40.11,992.97,-0.45
2021-02-17 00:00:00,33.99,NA,NA,NA,NA,NA,12.55,0.69,NA,3.59,NA,NA,NA,NA,NA,NA,67.83,0.79,270.46,NA,NA,23.62,997.54,-0.43
2021-02-18 00:00:00,45.70,NA,4.72,10.49,15.19,37.91,77.62,0.73,NA,4.49,NA,NA,NA,NA,NA,NA,63.02,1.26,322.06,NA,NA,26.40,NA,-0.39
2021-02-19 00:00:00,36.67,NA,5.92,11.89,18.23,44.56,23.51,0.87,NA,3.75,NA,NA,NA,NA,NA,NA,78.57,1.46,306.89,NA,NA,25.66,996.71,-0.38
2021-02-20 00:00:00,22.52,NA,6.98,13.17,20.95,50.20,10.69,1.13,NA,NA,NA,NA,NA,NA,NA,NA,82.01,2.25,297.13,NA,NA,25.08,994.82,-0.32
2021-02-21 00:00:00,15.13,NA,6.89,13.16,20.85,50.74,58.49,1.04,NA,NA,NA,NA,NA,NA,NA,NA,78.00,1.72,318.15,NA,NA,17.38,999.58,-0.36
2021-02-22 00:00:00,31.13,NA,6.97,13.04,20.80,50.17,19.71,1.02,NA,NA,NA,NA,NA,NA,NA,NA,78.62,1.39,304.47,NA,NA,37.30,997.80,-0.39
2021-02-23 00:00:00,33.96,NA,6.68,12.98,20.46,49.66,27.26,0.83,NA,NA,NA,NA,NA,NA,NA,NA,78.38,1.14,288.52,NA,NA,40.60,997.15,-0.41
2021-02-24 00:00:00,41.34,NA,6.90,13.15,20.85,50.16,36.48,0.44,NA,NA,NA,NA,NA,NA,NA,NA,72.20,0.64,253.22,NA,NA,42.65,996.64,-0.45
2021-02-25 00:00:00,42.86,NA,6.82,13.11,20.62,49.87,21.24,0.61,NA,NA,NA,NA,NA,NA,NA,NA,72.37,0.63,150.42,NA,NA,44.97,996.12,-0.45
2021-02-26 00:00:00,41.99,NA,6.76,13.07,20.63,49.93,13.44,0.61,NA,NA,NA,NA,NA,NA,NA,NA,76.01,0.74,100.99,NA,NA,53.65,996.57,-0.44
2021-02-27 00:00:00,38.60,NA,6.72,13.11,20.60,49.53,12.44,0.41,NA,NA,NA,NA,NA,NA,NA,NA,76.27,0.81,89.07,NA,NA,55.32,997.15,-0.43
2021-02-28 00:00:00,18.83,NA,6.65,12.97,19.98,49.16,7.08,0.60,NA,NA,NA,NA,NA,NA,NA,NA,79.98,0.67,88.58,NA,NA,48.41,997.46,-0.44
2021-03-01 00:00:00,24.33,NA,6.68,12.95,20.18,48.91,4.73,0.48,NA,NA,NA,NA,NA,NA,NA,NA,77.09,0.75,94.10,NA,NA,48.81,997.31,-0.43
2021-03-02 00:00:00,29.68,NA,6.69,13.23,20.73,49.99,5.12,0.57,NA,NA,NA,NA,NA,NA,NA,NA,74.04,0.63,101.90,NA,NA,44.34,998.11,-0.44
2021-03-03 00:00:00,36.48,NA,6.81,13.18,20.79,50.13,12.58,0.47,NA,NA,NA,NA,NA,NA,NA,NA,69.63,0.67,105.40,NA,NA,48.45,996.97,-0.45
2021-03-04 00:00:00,36.31,NA,6.90,13.10,20.80,50.18,3.51,0.46,NA,NA,NA,NA,NA,NA,NA,NA,68.08,0.70,188.55,NA,NA,52.38,996.60,-0.44
2021-03-05 00:00:00,38.12,NA,6.69,13.24,20.73,50.01,21.60,0.71,NA,NA,NA,NA,NA,NA,NA,NA,69.96,0.68,220.25,NA,NA,47.27,996.81,-0.44
2021-03-06 00:00:00,31.05,NA,6.92,13.14,20.86,50.11,8.59,1.08,NA,NA,NA,NA,NA,NA,NA,NA,78.15,0.65,108.95,NA,NA,29.02,997.94,-0.45
2021-03-07 00:00:00,28.47,NA,6.94,13.09,20.83,50.11,6.61,1.02,NA,NA,NA,NA,NA,NA,NA,NA,76.06,0.76,104.51,NA,NA,53.44,999.09,-0.43
2021-03-08 00:00:00,36.25,NA,6.79,13.09,20.67,49.93,16.66,0.95,NA,NA,NA,NA,NA,NA,NA,NA,75.20,0.73,190.39,NA,NA,55.44,999.87,-0.43
2021-03-09 00:00:00,21.43,NA,6.91,13.06,20.77,50.00,15.17,1.06,NA,NA,NA,NA,NA,NA,NA,NA,73.75,0.75,222.61,NA,NA,48.88,NA,-0.44
2021-03-10 00:00:00,24.89,NA,6.94,13.08,20.82,50.10,5.92,1.10,NA,NA,NA,NA,NA,NA,NA,NA,75.71,0.77,146.87,NA,NA,51.70,NA,-0.43
2021-03-11 00:00:00,33.73,NA,6.87,13.01,20.23,49.44,1.03,1.04,NA,NA,NA,NA,NA,NA,NA,NA,72.71,0.77,68.46,NA,NA,54.25,NA,-0.42
2021-03-12 00:00:00,23.59,NA,6.88,13.09,20.77,50.10,4.22,1.00,NA,NA,NA,NA,NA,NA,NA,NA,71.03,0.72,89.67,NA,NA,51.36,998.41,-0.43
2021-03-13 00:00:00,26.38,NA,6.90,13.15,20.85,50.13,38.12,1.01,NA,NA,NA,NA,NA,NA,NA,NA,71.22,0.84,251.08,NA,NA,44.34,997.12,-0.43
2021-03-14 00:00:00,27.70,NA,6.90,13.25,20.95,50.10,12.88,1.00,NA,NA,NA,NA,NA,NA,NA,NA,67.70,0.75,132.53,NA,NA,46.55,998.88,-0.43
2021-03-15 00:00:00,33.37,NA,6.70,13.16,20.66,49.89,44.61,1.12,NA,NA,NA,NA,NA,NA,NA,NA,73.26,0.87,265.30,NA,NA,41.82,999.70,-0.43
2021-03-16 00:00:00,40.49,107.34,6.77,13.18,20.61,49.80,13.82,1.06,NA,0.00,NA,NA,NA,NA,NA,NA,78.26,0.70,191.43,NA,NA,47.33,NA,-0.44
2021-03-17 00:00:00,32.46,85.54,6.66,12.93,20.16,48.96,3.33,1.06,NA,NA,NA,NA,NA,NA,NA,NA,76.85,0.66,112.23,NA,NA,35.50,998.76,-0.44
2021-03-18 00:00:00,39.12,103.40,6.39,12.64,19.34,47.50,22.11,0.85,NA,NA,NA,NA,NA,NA,NA,NA,69.12,0.60,137.03,NA,NA,38.43,NA,-0.45
2021-03-19 00:00:00,41.62,101.35,4.93,8.49,12.63,37.66,37.21,0.85,NA,2.06,NA,NA,NA,NA,NA,NA,69.97,0.63,139.07,NA,NA,38.66,NA,-0.44
2021-03-20 00:00:00,23.64,79.72,NA,NA,NA,NA,10.14,0.65,NA,3.43,NA,NA,NA,NA,NA,NA,75.49,0.70,121.19,NA,NA,45.31,999.27,-0.44
2021-03-21 00:00:00,24.66,69.98,NA,NA,NA,NA,15.15,0.93,NA,3.41,NA,NA,NA,NA,NA,NA,73.89,0.68,150.29,NA,NA,54.91,999.28,-0.44
2021-03-22 00:00:00,38.26,75.68,NA,NA,NA,NA,4.95,1.35,NA,3.28,NA,NA,NA,NA,NA,NA,72.25,0.69,87.85,NA,NA,59.95,NA,-0.44
2021-03-23 00:00:00,47.14,109.76,NA,NA,NA,NA,21.70,1.06,NA,2.71,NA,NA,NA,NA,NA,NA,72.50,0.80,218.35,NA,NA,60.37,NA,-0.43
2021-03-24 00:00:00,48.67,115.20,NA,NA,NA,NA,36.26,0.79,NA,3.58,NA,NA,NA,NA,NA,NA,74.19,0.79,229.32,NA,NA,56.09,NA,-0.44
2021-03-25 00:00:00,50.61,114.56,NA,NA,NA,NA,0.81,1.87,NA,3.43,NA,NA,NA,NA,NA,NA,76.50,0.64,127.46,NA,NA,55.09,NA,-0.45
2021-03-26 00:00:00,48.73,99.84,NA,NA,NA,NA,NA,1.54,NA,3.78,NA,NA,NA,NA,NA,NA,76.11,0.64,112.26,NA,NA,58.88,NA,-0.44
2021-03-27 00:00:00,36.02,71.53,NA,NA,NA,NA,1.87,1.28,NA,2.50,NA,NA,NA,NA,NA,NA,77.14,0.68,92.10,NA,NA,73.79,995.61,-0.44
2021-03-28 00:00:00,28.29,61.56,NA,NA,NA,NA,4.05,1.29,NA,2.16,NA,NA,NA,NA,NA,NA,76.14,0.76,102.90,NA,NA,116.88,994.04,-0.43
2021-03-29 00:00:00,24.83,48.61,7.71,12.90,20.61,59.68,4.82,1.37,NA,1.35,NA,NA,NA,NA,NA,NA,77.69,1.10,100.52,NA,NA,116.36,994.73,-0.39
2021-03-30 00:00:00,25.97,56.92,7.92,12.99,20.91,59.90,4.56,1.49,NA,1.73,NA,NA,NA,NA,NA,NA,70.86,1.08,106.45,NA,NA,113.82,994.58,-0.39
2021-03-31 00:00:00,25.74,60.58,7.87,12.94,20.81,59.91,4.71,1.54,NA,1.99,NA,NA,NA,NA,NA,NA,74.56,1.11,101.10,NA,NA,103.14,995.75,-0.39
2021-04-01 00:00:00,26.66,62.80,7.85,12.93,20.78,59.82,3.28,1.58,NA,1.86,NA,NA,NA,NA,NA,NA,71.95,1.21,102.01,NA,NA,105.73,995.64,-0.38
2021-04-02 00:00:00,60.30,108.63,6.96,12.77,17.59,55.39,17.36,1.79,NA,2.12,NA,NA,NA,NA,NA,NA,51.70,0.78,113.65,NA,NA,115.09,994.39,-0.42
2021-04-03 00:00:00,26.82,76.48,7.54,13.16,20.62,58.65,5.34,1.73,NA,1.64,NA,NA,NA,NA,NA,NA,73.46,1.18,99.40,NA,NA,58.90,991.68,-0.39
2021-04-04 00:00:00,22.27,63.18,7.78,12.65,20.43,59.26,2.37,1.24,NA,1.68,NA,NA,NA,NA,NA,NA,80.07,0.95,68.73,NA,NA,51.04,991.29,-0.41
2021-04-05 00:00:00,28.91,63.13,7.76,13.31,21.10,60.00,2.52,1.51,NA,1.13,NA,NA,NA,NA,NA,NA,78.11,0.85,185.47,NA,NA,46.56,992.01,-0.43
2021-04-06 00:00:00,18.93,56.92,7.59,13.39,20.98,59.55,3.06,1.56,NA,2.67,NA,NA,NA,NA,NA,NA,73.54,0.84,71.45,NA,NA,52.83,993.15,-0.44
2021-04-07 00:00:00,31.66,70.04,7.68,13.53,21.21,62.81,2.86,1.42,NA,1.58,NA,NA,NA,NA,NA,NA,73.37,0.89,95.07,NA,NA,53.18,992.61,-0.43
2021-04-08 00:00:00,35.39,79.92,7.52,13.55,21.07,59.40,3.43,1.29,NA,1.88,NA,NA,NA,NA,NA,NA,71.76,0.99,99.48,NA,NA,52.09,992.32,-0.41
2021-04-09 00:00:00,33.80,69.08,7.23,13.47,20.69,59.15,3.34,0.76,NA,1.80,NA,NA,NA,NA,NA,NA,68.11,0.97,82.84,NA,NA,48.84,992.12,-0.42
2021-04-10 00:00:00,21.11,57.92,7.13,13.48,20.61,59.50,8.60,1.29,NA,2.66,NA,NA,NA,NA,NA,NA,71.54,0.79,82.31,NA,NA,52.68,992.46,-0.43
2021-04-11 00:00:00,17.32,52.70,8.29,13.40,21.37,60.15,10.77,0.82,NA,3.68,NA,NA,NA,NA,NA,NA,73.74,0.69,95.69,NA,NA,49.88,992.99,-0.44
2021-04-12 00:00:00,23.12,42.87,6.93,13.55,20.34,59.23,11.54,0.85,NA,3.15,NA,NA,NA,NA,NA,NA,72.64,0.85,35.51,NA,NA,52.58,993.78,-0.43
2021-04-13 00:00:00,18.39,71.54,7.50,14.05,21.55,59.35,10.65,1.87,NA,2.76,NA,NA,NA,NA,NA,NA,72.79,0.70,69.95,NA,NA,47.71,993.61,-0.43
2021-04-14 00:00:00,21.32,49.56,7.85,12.76,20.53,60.00,15.26,1.40,NA,2.80,NA,NA,NA,NA,NA,NA,79.05,0.47,114.86,NA,NA,33.26,991.54,-0.45
2021-04-15 00:00:00,17.62,26.80,7.80,12.98,20.78,59.80,11.64,1.14,NA,2.06,NA,NA,NA,NA,NA,NA,81.13,0.74,184.93,NA,NA,53.14,989.03,-0.44
2021-04-16 00:00:00,20.93,38.87,7.89,12.88,20.77,59.89,13.81,1.16,NA,2.69,NA,NA,NA,NA,NA,NA,77.79,0.74,97.11,NA,NA,50.84,992.11,-0.43
2021-04-17 00:00:00,21.80,41.00,7.83,12.87,20.70,59.78,9.29,1.32,NA,1.81,NA,NA,NA,NA,NA,NA,74.09,0.83,83.30,NA,NA,49.81,993.88,-0.43
2021-04-18 00:00:00,11.96,61.47,7.92,12.85,20.77,59.88,8.02,0.95,NA,1.17,NA,NA,NA,NA,NA,NA,74.57,1.06,88.41,NA,NA,49.16,994.34,-0.41
2021-04-19 00:00:00,33.21,58.98,7.87,12.42,20.04,59.05,6.62,1.53,NA,2.01,NA,NA,NA,NA,NA,NA,75.92,1.05,87.21,NA,NA,48.67,994.18,-0.41
2021-04-20 00:00:00,27.89,56.21,7.88,12.95,20.83,59.91,4.18,1.41,NA,1.49,NA,NA,NA,NA,NA,NA,75.14,1.38,89.61,NA,NA,43.14,994.05,-0.39
2021-04-21 00:00:00,26.78,47.98,7.92,12.95,20.87,59.99,2.80,1.38,NA,1.05,NA,NA,NA,NA,NA,NA,76.87,1.15,81.53,NA,NA,45.59,994.52,-0.40
2021-04-22 00:00:00,20.96,38.77,7.93,12.90,20.83,60.06,0.94,1.04,NA,0.97,NA,NA,NA,NA,NA,NA,76.20,1.35,84.32,NA,NA,38.59,994.21,-0.40
2021-04-23 00:00:00,22.80,43.52,7.90,13.06,20.95,59.84,1.59,1.08,NA,1.50,NA,NA,NA,NA,NA,NA,73.02,1.13,76.30,NA,NA,42.89,994.10,-0.41
2021-04-24 00:00:00,21.34,43.31,7.83,12.96,20.79,59.82,2.55,0.95,NA,1.64,NA,NA,NA,NA,NA,NA,75.89,0.83,68.14,NA,NA,39.14,994.59,-0.43
2021-04-25 00:00:00,18.36,40.25,8.01,13.03,21.04,60.15,3.25,1.13,NA,0.92,NA,NA,NA,NA,NA,NA,76.02,0.64,80.20,NA,NA,49.99,994.83,-0.44
2021-04-26 00:00:00,33.95,65.16,7.85,12.97,20.82,59.95,4.61,1.49,18.42,1.01,2.39,NA,NA,NA,NA,NA,71.78,1.00,51.22,NA,NA,35.22,994.50,-0.41
2021-04-27 00:00:00,23.18,47.73,7.91,12.92,20.84,59.98,5.84,1.47,23.52,1.02,1.95,NA,NA,0.01,NA,NA,74.70,0.88,68.67,NA,NA,42.14,994.40,-0.43
2021-04-28 00:00:00,23.01,53.69,7.87,12.97,20.83,59.88,9.78,1.04,27.57,0.00,0.00,NA,NA,NA,NA,NA,74.12,0.87,77.68,NA,NA,45.79,994.14,-0.43
2021-04-29 00:00:00,24.82,47.96,7.86,12.91,20.77,59.87,9.18,1.42,27.18,0.00,0.00,NA,NA,NA,NA,NA,73.17,0.91,66.82,NA,NA,41.52,994.72,-0.42
2021-04-30 00:00:00,20.78,37.56,7.81,12.91,20.72,59.80,10.93,0.67,19.69,0.00,0.00,NA,NA,NA,NA,NA,76.85,0.77,64.51,NA,NA,43.66,994.43,-0.43
2021-05-01 00:00:00,14.65,27.57,7.87,13.05,20.92,59.90,8.87,1.18,18.48,0.00,0.00,NA,NA,NA,NA,NA,75.07,0.79,75.96,NA,NA,40.33,994.42,-0.43
2021-05-02 00:00:00,8.60,16.64,7.76,12.90,20.66,59.71,8.11,0.59,15.29,0.00,0.00,NA,NA,NA,NA,NA,72.52,0.67,81.18,NA,NA,40.01,994.46,-0.44
2021-05-03 00:00:00,13.36,22.66,7.89,12.94,20.83,60.14,7.62,0.77,12.26,0.00,0.00,NA,NA,NA,NA,NA,71.57,0.69,134.00,NA,NA,39.89,994.34,-0.44
2021-05-04 00:00:00,14.16,23.94,7.87,13.00,20.87,59.76,7.84,0.75,13.33,NA,NA,NA,NA,NA,NA,NA,69.46,0.95,68.05,NA,NA,38.04,994.70,-0.42
2021-05-05 00:00:00,12.23,23.60,7.90,12.91,20.81,59.85,7.27,0.93,13.38,NA,NA,NA,NA,NA,NA,NA,71.29,0.94,76.66,NA,NA,38.62,994.74,-0.42
2021-05-06 00:00:00,12.07,21.40,7.82,12.93,20.75,59.79,6.52,1.11,10.84,NA,NA,NA,NA,NA,NA,NA,72.38,0.87,51.10,NA,NA,36.37,994.94,-0.42
2021-05-07 00:00:00,9.89,20.56,7.61,13.16,20.77,59.51,5.98,1.24,14.89,NA,NA,NA,NA,NA,NA,NA,71.92,0.85,51.92,NA,NA,67.00,996.05,-0.42
2021-05-08 00:00:00,15.36,33.10,7.11,13.77,20.62,59.12,7.72,1.32,15.62,NA,NA,NA,NA,NA,NA,NA,72.51,0.68,96.74,NA,NA,104.20,999.13,-0.44
2021-05-09 00:00:00,8.98,22.56,6.64,13.94,19.86,58.03,5.64,0.79,16.22,NA,NA,NA,NA,NA,NA,NA,72.39,0.65,74.77,NA,NA,104.04,998.93,-0.44
2021-05-10 00:00:00,10.35,18.38,7.63,13.43,20.53,59.14,1.64,0.95,13.07,NA,NA,NA,NA,NA,NA,NA,70.82,0.95,84.14,NA,NA,105.78,998.85,-0.42
2021-05-11 00:00:00,12.17,25.12,7.28,13.88,21.05,59.15,0.42,0.81,3.25,NA,NA,NA,NA,NA,NA,NA,70.01,1.18,96.76,NA,NA,105.44,998.49,-0.40
2021-05-12 00:00:00,11.79,28.95,7.47,13.69,20.71,58.76,0.37,1.12,3.01,NA,NA,NA,NA,NA,NA,NA,73.63,1.42,101.63,NA,NA,103.18,997.98,-0.39
2021-05-13 00:00:00,12.14,27.59,7.10,14.08,21.13,59.49,0.11,0.99,3.39,NA,NA,NA,NA,NA,NA,NA,74.31,1.42,84.91,NA,NA,104.95,997.70,-0.39
2021-05-14 00:00:00,12.90,24.81,7.12,14.44,21.48,58.84,5.84,1.08,3.85,NA,NA,NA,NA,NA,NA,NA,74.71,1.33,74.51,NA,NA,89.57,997.28,-0.39
2021-05-15 00:00:00,11.89,32.38,7.48,14.34,21.68,61.48,6.24,1.20,3.87,NA,NA,NA,NA,NA,NA,NA,68.38,1.45,86.99,NA,NA,58.30,996.77,-0.38
